Type,Date,Description,Address,Latitude,Longitude,City,State,Median Household Income,Address_Clean
Assault,10/03/2024 7:08 PM,"INDECENC. This is from the Cedar Rapids police calls for service, information is subject to change.","6600 BLOCK OF KIRKWOOD BLVD SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","6600 block of kirkwood blvd sw, cedar rapids, ia"
Assault,10/03/2024 4:44 PM,"HARASSME. This is from the Cedar Rapids police calls for service, information is subject to change.","00 BLOCK OF MILLER AVE SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","00 block of miller ave sw, cedar rapids, ia"
Other,10/03/2024 1:47 PM,"TRESPASS. This is from the Cedar Rapids police calls for service, information is subject to change.","600 BLOCK OF MILLER AVENUE DR SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","600 block of miller avenue dr sw, cedar rapids, ia"
Arrest,10/03/2024 11:28 AM,"DRUGS. This is from the Cedar Rapids police calls for service, information is subject to change.","300 BLOCK OF 66TH AVE SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","300 block of 66th ave sw, cedar rapids, ia"
Other,10/02/2024 4:31 PM,"DISTURBN. This is from the Cedar Rapids police calls for service, information is subject to change.","6700 BLOCK OF COLLEGE PARK CT SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","6700 block of college park ct sw, cedar rapids, ia"
Burglary,10/02/2024 8:40 AM,"BURGLARY. This is from the Cedar Rapids police calls for service, information is subject to change.","6700 BLOCK OF J ST SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","6700 block of j st sw, cedar rapids, ia"
Other,10/02/2024 3:15 AM,"DISTURBN. This is from the Cedar Rapids police calls for service, information is subject to change.","6800 BLOCK OF COLLEGE PARK CT SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","6800 block of college park ct sw, cedar rapids, ia"
Other,09/30/2024 11:08 PM,"DISTURBN. This is from the Cedar Rapids police calls for service, information is subject to change.","300 BLOCK OF KIRKWOOD CT SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","300 block of kirkwood ct sw, cedar rapids, ia"
Other,09/30/2024 8:39 PM,"DOMESTIC. This is from the Cedar Rapids police calls for service, information is subject to change.","00 BLOCK OF MILLER AVE SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","00 block of miller ave sw, cedar rapids, ia"
Other,09/30/2024 8:09 PM,"TRESPASS. This is from the Cedar Rapids police calls for service, information is subject to change.","600 BLOCK OF KIRKWOOD PKWY SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","600 block of kirkwood pkwy sw, cedar rapids, ia"
Assault,09/30/2024 6:03 PM,"HARASSME. This is from the Cedar Rapids police calls for service, information is subject to change.","00 BLOCK OF MILLER AVE SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","00 block of miller ave sw, cedar rapids, ia"
Other,09/30/2024 2:11 PM,"DOMESTIC. This is from the Cedar Rapids police calls for service, information is subject to change.","00 BLOCK OF MILLER AVE SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","00 block of miller ave sw, cedar rapids, ia"
Other,09/30/2024 11:04 AM,"DISTURBN. This is from the Cedar Rapids police calls for service, information is subject to change.","200 BLOCK OF MONMOUTH ST SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","200 block of monmouth st sw, cedar rapids, ia"
Other,09/30/2024 8:21 AM,"DOMESTIC. This is from the Cedar Rapids police calls for service, information is subject to change.","100 BLOCK OF KOHAWK ST SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","100 block of kohawk st sw, cedar rapids, ia"
Other,09/28/2024 11:38 PM,"DISTURBN. This is from the Cedar Rapids police calls for service, information is subject to change.","6500 BLOCK OF OHIO ST SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","6500 block of ohio st sw, cedar rapids, ia"
Other,09/28/2024 11:07 PM,"MISSINGF. This is from the Cedar Rapids police calls for service, information is subject to change.","5400 BLOCK OF KIRKWOOD BLVD SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","5400 block of kirkwood blvd sw, cedar rapids, ia"
Other,09/28/2024 11:00 PM,"DISTURBN. This is from the Cedar Rapids police calls for service, information is subject to change.","00 BLOCK OF MILLER AVE SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","00 block of miller ave sw, cedar rapids, ia"
Assault,09/28/2024 6:58 PM,"HARASSME. This is from the Cedar Rapids police calls for service, information is subject to change.","00 BLOCK OF FLORIDA CT SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","00 block of florida ct sw, cedar rapids, ia"
Other,09/27/2024 8:25 PM,"DOMESTIC. This is from the Cedar Rapids police calls for service, information is subject to change.","00 BLOCK OF MILLER AVE SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","00 block of miller ave sw, cedar rapids, ia"
Assault,09/27/2024 6:39 PM,"ASSAULT REPORT. This is from the Cedar Rapids police calls for service, information is subject to change.","00 BLOCK OF FLORIDA CT SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","00 block of florida ct sw, cedar rapids, ia"
Theft,09/27/2024 3:51 PM,"THEFT. This is from the Cedar Rapids police calls for service, information is subject to change.","100 BLOCK OF KIRKWOOD CT SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","100 block of kirkwood ct sw, cedar rapids, ia"
Other,09/27/2024 3:40 PM,"SUSPICIO. This is from the Cedar Rapids police calls for service, information is subject to change.","5300 BLOCK OF J ST SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","5300 block of j st sw, cedar rapids, ia"
Theft,09/27/2024 12:45 PM,"THEFT. This is from the Cedar Rapids police calls for service, information is subject to change.","5400 BLOCK OF KIRKWOOD BLVD SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","5400 block of kirkwood blvd sw, cedar rapids, ia"
Other,09/27/2024 10:54 AM,"DISTURBN. This is from the Cedar Rapids police calls for service, information is subject to change.","5300 BLOCK OF KIRKWOOD BLVD SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","5300 block of kirkwood blvd sw, cedar rapids, ia"
Assault,09/26/2024 7:24 PM,"HARASSME. This is from the Cedar Rapids police calls for service, information is subject to change.","00 BLOCK OF MILLER AVE SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","00 block of miller ave sw, cedar rapids, ia"
Other,09/26/2024 6:36 PM,"DISTURBN. This is from the Cedar Rapids police calls for service, information is subject to change.","6600 BLOCK OF COLLEGE PARK CT SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","6600 block of college park ct sw, cedar rapids, ia"
Other,09/26/2024 6:15 PM,"DISTURBN. This is from the Cedar Rapids police calls for service, information is subject to change.","100 BLOCK OF PRAIRIE HAWK CT SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","100 block of prairie hawk ct sw, cedar rapids, ia"
Other,09/26/2024 3:12 AM,"TRESPASS. This is from the Cedar Rapids police calls for service, information is subject to change.","6600 BLOCK OF KIRKWOOD BLVD SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","6600 block of kirkwood blvd sw, cedar rapids, ia"
Other,09/26/2024 12:12 AM,"SUSPICIO. This is from the Cedar Rapids police calls for service, information is subject to change.","5900 BLOCK OF 4TH ST SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","5900 block of 4th st sw, cedar rapids, ia"
Arrest,09/25/2024 5:07 PM,"WEAPONSF. This is from the Cedar Rapids police calls for service, information is subject to change.","100 BLOCK OF KOHAWK ST SW, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","100 block of kohawk st sw, cedar rapids, ia"
Other,09/25/2024 4:50 PM,"OTHER. This is from the Cedar Rapids police calls for service, information is subject to change.","TRANSAMERICA, Cedar Rapids, IA",41.917456092587486,-91.656552,Cedar Rapids,IA,"$66,895","transamerica, cedar rapids, ia"
Other,09/23/2024 6:22 PM,"DISTURBN. This is from the Cedar Rapids police calls for service, information is subject to change.","3400 BLOCK OF E AVE NW, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","3400 block of e ave nw, cedar rapids, ia"
Other,09/14/2024 10:18 PM,"TRESPASS. This is from the Cedar Rapids police calls for service, information is subject to change.","BLAIRS FERRY RD NE AND SAMMI DR NE, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","blairs ferry rd ne and sammi dr ne, cedar rapids, ia"
Other,08/31/2024 4:21 PM,"SUSPICIO. This is from the Cedar Rapids police calls for service, information is subject to change.","6900 BLOCK OF VALLEY VIEW CT NW, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","6900 block of valley view ct nw, cedar rapids, ia"
Arrest,08/31/2024 12:00 AM,"UNLAWFUL POSSESSION OF PRESCRIPTION DRUG, POSSESSION OF CONTROLLED SUBSTANCE - METH 1ST OFFENSE, FOREIGN WARRANT","1ST AVENUE E AND 32ND STREET NE, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","1st avenue e and 32nd street ne, cedar rapids, ia"
Theft,08/22/2024 2:32 PM,"THEFT. This is from the Cedar Rapids police calls for service, information is subject to change.","3400 BLOCK OF E AVE NW, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","3400 block of e ave nw, cedar rapids, ia"
Theft,08/20/2024 7:56 AM,"THEFT. This is from the Cedar Rapids police calls for service, information is subject to change.","80TH ST NW AND E AVE NW, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","80th st nw and e ave nw, cedar rapids, ia"
Other,08/17/2024 3:57 AM,"DISTURBN. This is from the Cedar Rapids police calls for service, information is subject to change.","ELLIS BLVD NW AND ELLIS PARK NORTH ENTRANCE RD, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","ellis blvd nw and ellis park north entrance rd, cedar rapids, ia"
Arrest,08/05/2024 10:02 PM,"S35. This is from the Cedar Rapids police calls for service, information is subject to change.","6300 BLOCK OF RAPIDS RIDGE RD NE, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","6300 block of rapids ridge rd ne, cedar rapids, ia"
Other,07/16/2024 1:11 PM,"MISCELLA. This is from the Cedar Rapids police calls for service, information is subject to change.","CITY HALL, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","city hall, cedar rapids, ia"
Other,07/10/2024 3:54 PM,"SUSPICIO. This is from the Cedar Rapids police calls for service, information is subject to change.","6900 BLOCK OF VALLEY VIEW CT NW, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","6900 block of valley view ct nw, cedar rapids, ia"
Arrest,07/10/2024 12:38 PM,FOREIGN WARRANT,"BLAIRS FERRY RD NE AND SAMMI DRIVE NE, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","blairs ferry rd ne and sammi drive ne, cedar rapids, ia"
Other,07/09/2024 3:27 PM,"SUSPICIO. This is from the Cedar Rapids police calls for service, information is subject to change.","6800 BLOCK OF COUNTRY RIDGE DR NW, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","6800 block of country ridge dr nw, cedar rapids, ia"
Other,07/05/2024 9:24 AM,"SUSPICIO. This is from the Cedar Rapids police calls for service, information is subject to change.","80TH ST NW AND KEYPOINT DR SW, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","80th st nw and keypoint dr sw, cedar rapids, ia"
Other,06/13/2024 1:54 PM,Traffic Criminal,"GILCHRIST EAST METERS, Cedar Falls, IA",42.16875959007941,-92.0245565114992,Cedar Falls,IA,"$71,011","gilchrist east meters, cedar falls, ia"
Theft,06/11/2024 8:58 PM,"THEFT. This is from the Cedar Rapids police calls for service, information is subject to change.","1ST AVE E AND 36TH ST NE, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","1st ave e and 36th st ne, cedar rapids, ia"
Other,06/06/2024 7:18 PM,Threats/Harassment/Obscene ,"100 BLOCK OF COMMERCIAL ST, Cedar Falls, IA",42.16875959007941,-92.0245565114992,Cedar Falls,IA,"$71,011","100 block of commercial st, cedar falls, ia"
Arrest,05/29/2024 9:57 PM,POSS DRUG PARAPHERNALIA,"900 BLOCK OF S 3RD STREET, Marshalltown, IA",42.16875959007941,-92.0245565114992,Marshalltown,IA,"$65,000","900 block of s 3rd street, marshalltown, ia"
Assault,05/15/2024 5:53 PM,"HARASSME. This is from the Cedar Rapids police calls for service, information is subject to change.","6900 BLOCK OF COUNTRY RIDGE DR NW, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","6900 block of country ridge dr nw, cedar rapids, ia"
Other,05/14/2024 12:52 PM,"OTHER. This is from the Cedar Rapids police calls for service, information is subject to change.","ELLIS PARK RD, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","ellis park rd, cedar rapids, ia"
Other,05/07/2024 11:51 AM,"OTHER. This is from the Cedar Rapids police calls for service, information is subject to change.","ELLIS PARK RD, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","ellis park rd, cedar rapids, ia"
Other,05/05/2024 9:59 PM,"SUSPICIO. This is from the Cedar Rapids police calls for service, information is subject to change.","7500 BLOCK OF COUNTRY RIDGE DR NW, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","7500 block of country ridge dr nw, cedar rapids, ia"
Other,05/05/2024 9:54 PM,"SUSPICIO. This is from the Cedar Rapids police calls for service, information is subject to change.","7500 BLOCK OF COUNTRY RIDGE DR NW, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","7500 block of country ridge dr nw, cedar rapids, ia"
Theft,04/28/2024 6:47 PM,Larceny/Theft/Shoplifting ,"1ST ST AND WALNUT ST, Cedar Falls, IA",42.16875959007941,-92.0245565114992,Cedar Falls,IA,"$71,011","1st st and walnut st, cedar falls, ia"
Other,04/21/2024 4:17 PM,Trespassing ,"LINCOLN ST AND E MAIN ST, Cedar Falls, IA",42.16875959007941,-92.0245565114992,Cedar Falls,IA,"$71,011","lincoln st and e main st, cedar falls, ia"
Other,04/17/2024 7:56 PM,Suspicious ,"LINCOLN ST AND E MAIN ST, Cedar Falls, IA",42.16875959007941,-92.0245565114992,Cedar Falls,IA,"$71,011","lincoln st and e main st, cedar falls, ia"
Other,04/09/2024 7:12 PM,"DOMESTIC. This is from the Cedar Rapids police calls for service, information is subject to change.","1ST AVE W AND EASTVIEW AVE SW, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","1st ave w and eastview ave sw, cedar rapids, ia"
Other,04/06/2024 1:49 PM,"DISTURBN. This is from the Cedar Rapids police calls for service, information is subject to change.","3400 BLOCK OF E AVE NW, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","3400 block of e ave nw, cedar rapids, ia"
Other,03/25/2024 4:45 PM,"DISTURBN. This is from the Cedar Rapids police calls for service, information is subject to change.","3400 BLOCK OF E AVE NW, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","3400 block of e ave nw, cedar rapids, ia"
Arrest,03/14/2024 7:19 PM,DOMINION/CONTROL OFFIREARM/OFFENSIVE WEAPON BYFELON,"1ST AVENUE E AND 36TH STREET NE, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","1st avenue e and 36th street ne, cedar rapids, ia"
Other,02/19/2024 6:04 PM,"DISTURBN. This is from the Cedar Rapids police calls for service, information is subject to change.","3400 BLOCK OF E AVE NW, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","3400 block of e ave nw, cedar rapids, ia"
Other,02/10/2024 3:54 PM,Traffic-Moving Violations ,"00 BLOCK OF HWY AND 00 BLOCK OF HWY, Cedar Falls, IA",42.16875959007941,-92.0245565114992,Cedar Falls,IA,"$71,011","00 block of hwy and 00 block of hwy, cedar falls, ia"
Other,02/09/2024 4:35 PM,"DISTURBN. This is from the Cedar Rapids police calls for service, information is subject to change.","3400 BLOCK OF E AVE NW, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","3400 block of e ave nw, cedar rapids, ia"
Other,02/08/2024 12:10 AM,Traffic-Moving Violations ,"500 BLOCK OF HWY 218, Cedar Falls, IA",42.16875959007941,-92.0245565114992,Cedar Falls,IA,"$71,011","500 block of hwy 218, cedar falls, ia"
Other,02/06/2024 7:46 AM,Traffic-Moving Violations,"100 BLOCK OF W HWY 20, Waterloo, IA",42.16875959007941,-92.0245565114992,Waterloo,IA,"$54,104","100 block of w hwy 20, waterloo, ia"
Other,02/03/2024 3:08 PM,Traffic-Moving Violations,"100 BLOCK OF W HWY 20, Waterloo, IA",42.16875959007941,-92.0245565114992,Waterloo,IA,"$54,104","100 block of w hwy 20, waterloo, ia"
Arrest,02/03/2024 1:29 AM,UNLAWFUL POSSESSION OFPRESCRIPTION DRUG,"1ST AVENUE E AND 32ND STREET NE, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","1st avenue e and 32nd street ne, cedar rapids, ia"
Arrest,01/31/2024 12:59 AM,"S35. This is from the Cedar Rapids police calls for service, information is subject to change.","ELLIS PARK RD, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","ellis park rd, cedar rapids, ia"
Other,01/30/2024 11:41 PM,Traffic-Moving Violations,"100 BLOCK OF W HWY 20, Waterloo, IA",42.16875959007941,-92.0245565114992,Waterloo,IA,"$54,104","100 block of w hwy 20, waterloo, ia"
Arrest,01/22/2024 8:37 PM,"S35. This is from the Cedar Rapids police calls for service, information is subject to change.","ELLIS PARK RD, Cedar Rapids, IA",42.16875959007941,-92.0245565114992,Cedar Rapids,IA,"$66,895","ellis park rd, cedar rapids, ia"
Other,09/23/2024 9:53 AM,SUSPICIOUS/ACT/PERS/VEH. CFS#,"5000 BLOCK OF 140TH ST NE, SOLON, IA",41.7806464,-91.12740307058824,SOLON,IA,"$114,936","5000 block of 140th st ne, solon, ia"
Other,09/04/2024 11:19 AM,DIST/CIVIL DISPUTE. CFS#,"5000 BLOCK OF 210TH ST NE, SOLON, IA",41.7806464,-91.12740307058824,SOLON,IA,"$114,936","5000 block of 210th st ne, solon, ia"
Other,09/03/2024 8:08 AM,MISSING/JUVENILE. CFS#,"1100 BLOCK OF YELLOW PINE AVE NE, LISBON, IA",41.7806464,-91.12740307058824,LISBON,IA,"$82,452","1100 block of yellow pine ave ne, lisbon, ia"
Arrest,08/26/2024 2:45 AM,"S35. This is from the Cedar Rapids police calls for service, information is subject to change.","JONES POOL RD, Cedar Rapids, IA",41.7806464,-91.12740307058824,Cedar Rapids,IA,"$66,895","jones pool rd, cedar rapids, ia"
Burglary,08/25/2024 8:57 AM,ALARM/BURGLARY. CFS#,"5500 BLOCK OF MORSE RD NE, SOLON, IA",41.7806464,-91.12740307058824,SOLON,IA,"$114,936","5500 block of morse rd ne, solon, ia"
Other,09/15/2024 6:19 AM,"SUSPICIO. This is from the Cedar Rapids police calls for service, information is subject to change.","900 BLOCK OF 1ST AVE W, Cedar Rapids, IA",42.2102523,-91.1857444,Cedar Rapids,IA,"$66,895","900 block of 1st ave w, cedar rapids, ia"
Arrest,08/26/2024 2:45 AM,"S35. This is from the Cedar Rapids police calls for service, information is subject to change.","JONES POOL RD, Cedar Rapids, IA",42.2102523,-91.1857444,Cedar Rapids,IA,"$66,895","jones pool rd, cedar rapids, ia"
Theft,08/01/2024 12:28 AM,FRAUDULENT USE OF REGISTRATION,"1ST AVENUE E AND 5TH STREET NE, Cedar Rapids, IA",42.2102523,-91.1857444,Cedar Rapids,IA,"$66,895","1st avenue e and 5th street ne, cedar rapids, ia"
Arrest,08/01/2024 12:28 AM,DRUG PARAPHERNALIA,"1ST AVENUE E AND 5TH STREET NE, Cedar Rapids, IA",42.2102523,-91.1857444,Cedar Rapids,IA,"$66,895","1st avenue e and 5th street ne, cedar rapids, ia"
Other,07/29/2024 7:54 AM,"MISCELLA. This is from the Cedar Rapids police calls for service, information is subject to change.","CEDAR LAKE, Cedar Rapids, IA",42.2102523,-91.1857444,Cedar Rapids,IA,"$66,895","cedar lake, cedar rapids, ia"
Other,07/07/2024 12:07 PM,"SUSPICIO. This is from the Cedar Rapids police calls for service, information is subject to change.","70TH ST NE AND WHITE IVY PL NE, Cedar Rapids, IA",42.2102523,-91.1857444,Cedar Rapids,IA,"$66,895","70th st ne and white ivy pl ne, cedar rapids, ia"
Arrest,07/02/2024 12:06 PM,"S35. This is from the Cedar Rapids police calls for service, information is subject to change.","JONES GOLF COURSE RD, Cedar Rapids, IA",42.2102523,-91.1857444,Cedar Rapids,IA,"$66,895","jones golf course rd, cedar rapids, ia"
